"","terminal_model","date_sold","date_repaired","part_code","failure_description"
"1226","A",2019-06-22,NA,"S01",NA
"1227","A",2019-12-17,NA,"S01",NA
"1228","A",2019-01-16,NA,"S01",NA
"1229","A",2018-12-11,NA,"S01",NA
"1230","A",2018-12-19,2019-11-14,"K01","Key not responding"
"1231","A",2019-10-12,NA,"S01",NA
"1232","A",2017-06-29,2017-10-19,"K01","Key not responding"
"1233","A",2019-03-18,NA,"S01",NA
"1234","A",2019-07-21,NA,"S01",NA
"1235","A",2019-01-11,NA,"K01",NA
"1236","A",2019-05-14,NA,"S01",NA
"1237","A",2017-11-28,NA,"S01",NA
"1238","A",2019-12-14,NA,"K01",NA
"1239","A",2019-04-28,NA,"S01",NA
"1240","A",2019-02-28,NA,"K01",NA
"1241","A",2019-02-27,NA,"S01",NA
"1242","A",2019-05-22,2019-10-22,"S01","Screen shutdown"
"1243","A",2019-11-10,NA,"S01",NA
"1244","A",2017-12-09,NA,"S01",NA
"1245","A",2019-05-21,NA,"S01",NA
"1246","A",2018-02-06,NA,"S01",NA
"1247","A",2017-11-08,2019-12-06,"K01","Key not responding"
"1248","A",2019-10-04,NA,"S01",NA
"1249","A",2018-09-17,NA,"S01",NA
"1250","A",2019-07-31,NA,"S01",NA
"1251","A",2019-07-17,2019-08-16,"K01","Key not responding"
"1252","A",2019-11-27,NA,"S01",NA
"1253","A",2019-10-20,2019-11-15,"K01","Key not responding"
"1254","A",2017-05-30,2019-04-19,"S01","Screen flickering"
"1255","A",2018-12-26,NA,"S01",NA
"1256","A",2017-06-07,2017-11-22,"S01","Screen shutdown"
"1257","A",2018-03-01,2018-08-21,"S01","Screen shutdown"
"1258","A",2018-05-28,NA,"S01",NA
"1259","A",2017-12-01,NA,"S01",NA
"1260","A",2018-05-05,NA,"S01",NA
"1261","A",2018-06-12,NA,"S01",NA
"1262","A",2017-12-29,2018-11-05,"K01","Key not responding"
"1263","A",2017-05-30,2020-01-10,"S01","Screen shutdown"
"1264","A",2019-08-19,NA,"S01",NA
"1265","A",2019-07-21,NA,"S01",NA
"1266","A",2019-08-01,NA,"S01",NA
"1267","A",2019-07-19,NA,"S01",NA
"1268","A",2017-06-21,2019-09-14,"S01","Screen flickering"
"1269","A",2019-12-27,NA,"K01",NA
"1270","A",2019-02-01,NA,"S01",NA
"1271","A",2018-11-29,NA,"K01",NA
"1272","A",2019-12-28,NA,"S01",NA
"1273","A",2019-11-28,NA,"K01",NA
"1274","A",2019-02-22,NA,"S01",NA
"1275","A",2017-12-09,NA,"S01",NA
"1276","A",2017-02-13,2019-09-03,"S01","Screen shutdown"
"1277","A",2019-02-25,NA,"S01",NA
"1278","A",2019-09-12,NA,"S01",NA
"1279","A",2019-10-15,NA,"K01",NA
"1280","A",2018-10-31,NA,"K01",NA
"1281","A",2017-08-09,NA,"S01",NA
"1282","A",2017-12-20,NA,"S01",NA
"1283","A",2018-04-04,NA,"K01",NA
"1284","A",2019-08-21,NA,"S01",NA
"1285","A",2018-05-15,NA,"S01",NA
"1286","A",2019-04-11,NA,"S01",NA
"1287","A",2019-03-06,NA,"S01",NA
"1288","A",2019-04-05,2019-04-09,"K01","Key not responding"
"1289","A",2019-10-09,NA,"S01",NA
"1290","A",2019-01-22,NA,"S01",NA
"1291","A",2018-08-27,2018-11-15,"K01","Key not responding"
"1292","A",2017-02-18,2019-02-25,"S01","Screen shutdown"
"1293","A",2017-12-24,NA,"S01",NA
"1294","A",2019-11-20,NA,"S01",NA
"1295","A",2018-04-08,NA,"S01",NA
"1296","A",2018-11-03,NA,"S01",NA
"1297","A",2019-06-13,NA,"S01",NA
"1298","A",2018-07-08,NA,"S01",NA
"1299","A",2019-01-17,NA,"S01",NA
"1300","A",2017-07-19,2019-12-15,"K01","Key not responding"
"1301","A",2017-12-14,NA,"S01",NA
"1302","A",2019-05-31,NA,"K01",NA
"1303","A",2017-12-13,NA,"S01",NA
"1304","A",2019-08-29,NA,"S01",NA
"1305","A",2019-11-23,NA,"K01",NA
"1306","A",2018-09-29,NA,"S01",NA
"1307","A",2019-01-07,2019-03-05,"K01","Key not responding"
"1308","A",2019-12-11,NA,"S01",NA
"1309","A",2017-07-12,2019-02-12,"K01","Key not responding"
"1310","A",2018-07-22,NA,"S01",NA
"1311","A",2018-11-08,NA,"S01",NA
"1312","A",2019-09-19,NA,"S01",NA
"1313","A",2017-08-27,2019-02-21,"S01","Screen flickering"
"1314","A",2017-12-09,2018-09-14,"S01","Screen shutdown"
"1315","A",2019-01-31,NA,"K01",NA
"1316","A",2019-12-01,NA,"S01",NA
"1317","A",2019-07-18,NA,"S01",NA
"1318","A",2019-02-25,NA,"S01",NA
"1319","A",2018-12-16,NA,"K01",NA
"1320","A",2018-08-10,NA,"S01",NA
"1321","A",2017-06-03,2018-11-12,"S01","Screen shutdown"
"1322","A",2017-08-03,NA,"K01",NA
"1323","A",2019-02-21,2019-06-19,"S01","Screen shutdown"
"1324","A",2019-06-03,NA,"K01",NA
"1325","A",2018-09-26,NA,"K01",NA
"1326","A",2019-08-27,NA,"S01",NA
"1327","A",2019-03-31,2019-12-31,"S01","Screen shutdown"
"1328","A",2019-09-17,NA,"S01",NA
"1329","A",2019-05-21,NA,"S01",NA
"1330","A",2018-01-13,NA,"S01",NA
"1331","A",2018-05-25,NA,"S01",NA
"1332","A",2017-12-07,2019-04-24,"S01","Screen shutdown"
"1333","A",2017-11-27,NA,"S01",NA
"1334","A",2018-07-30,NA,"S01",NA
"1335","A",2017-12-21,2018-10-07,"S01","Screen shutdown"
"1336","A",2019-02-28,NA,"S01",NA
"1337","A",2018-11-20,NA,"K01",NA
"1338","A",2019-09-27,NA,"S01",NA
"1339","A",2018-12-09,2019-07-16,"S01","Screen shutdown"
"1340","A",2019-12-21,NA,"S01",NA
"1341","A",2018-10-15,NA,"S01",NA
"1342","A",2019-04-07,NA,"S01",NA
"1343","A",2019-12-26,NA,"S01",NA
"1344","A",2017-03-06,NA,"S01",NA
"1345","A",2017-08-01,2017-08-13,"K01","Key not responding"
"1346","A",2018-07-10,2019-07-16,"S01","Screen shutdown"
"1347","A",2017-07-05,NA,"S01",NA
"1348","A",2018-11-26,NA,"S01",NA
"1349","A",2018-02-26,2019-11-07,"K01","Key not responding"
"1350","A",2018-04-14,NA,"K01",NA
"1351","A",2019-07-07,NA,"S01",NA
"1352","A",2018-06-26,NA,"K01",NA
"1353","A",2017-07-22,NA,"S01",NA
"1354","A",2019-12-21,NA,"K01",NA
"1355","A",2017-05-25,NA,"S01",NA
"1356","A",2018-08-24,NA,"S01",NA
"1357","A",2017-04-30,2019-05-22,"K01","Key not responding"
"1358","A",2017-03-30,NA,"S01",NA
"1359","A",2019-05-18,2019-10-16,"K01","Key not responding"
"1360","A",2017-11-10,2018-08-21,"K01","Key not responding"
"1361","A",2018-10-18,NA,"S01",NA
"1362","A",2018-12-20,NA,"S01",NA
"1363","A",2019-05-03,NA,"K01",NA
"1364","A",2018-11-22,NA,"K01",NA
"1365","A",2019-06-21,2019-08-20,"K01","Key not responding"
"1366","A",2018-12-15,2019-07-02,"K01","Key not responding"
"1367","A",2017-12-28,2019-08-26,"S01","Screen shutdown"
"1368","A",2019-08-18,NA,"S01",NA
"1369","A",2018-10-11,NA,"S01",NA
"1370","A",2017-10-13,2018-11-20,"K01","Key not responding"
"1371","A",2019-11-25,NA,"S01",NA
"1372","A",2019-01-20,2019-01-23,"K01","Key not responding"
"1373","A",2018-03-28,NA,"S01",NA
"1374","A",2019-03-17,2019-06-13,"K01","Key not responding"
"1375","A",2019-02-20,NA,"S01",NA
"1376","A",2018-05-11,NA,"S01",NA
"1377","A",2019-10-31,NA,"S01",NA
"1378","A",2019-02-14,NA,"S01",NA
"1379","A",2018-09-13,NA,"S01",NA
"1380","A",2017-05-22,2017-11-10,"K01","Key not responding"
"1381","A",2019-11-15,NA,"S01",NA
"1382","A",2019-09-24,NA,"S01",NA
"1383","A",2017-12-22,NA,"S01",NA
"1384","A",2017-12-28,NA,"S01",NA
"1385","A",2019-01-05,NA,"S01",NA
"1386","A",2018-10-22,NA,"S01",NA
"1387","A",2019-04-04,NA,"S01",NA
"1388","A",2019-12-11,NA,"S01",NA
"1389","A",2018-12-25,NA,"S01",NA
"1390","A",2019-08-04,NA,"S01",NA
"1391","A",2019-02-19,NA,"S01",NA
"1392","A",2019-01-21,NA,"S01",NA
"1393","A",2017-12-31,NA,"S01",NA
"1394","A",2017-07-22,2018-10-28,"K01","Key not responding"
"1395","A",2019-12-26,NA,"S01",NA
"1396","A",2019-11-09,NA,"K01",NA
"1397","A",2017-07-15,2019-10-12,"S01","Screen flickering"
"1398","A",2019-05-30,NA,"S01",NA
"1399","A",2018-12-13,NA,"S01",NA
"1400","A",2017-08-25,NA,"K01",NA
"1401","A",2019-12-28,NA,"S01",NA
"1402","A",2018-10-31,NA,"S01",NA
"1403","A",2019-12-30,NA,"S01",NA
"1404","A",2019-11-29,NA,"S01",NA
"1405","A",2018-08-27,NA,"S01",NA
"1406","A",2018-04-04,NA,"S01",NA
"1407","A",2019-12-16,NA,"S01",NA
"1408","A",2019-10-01,NA,"S01",NA
"1409","A",2018-10-29,NA,"S01",NA
"1410","A",2019-11-26,NA,"S01",NA
"1411","A",2019-12-04,NA,"S01",NA
"1412","A",2018-12-13,NA,"K01",NA
"1413","A",2019-05-29,NA,"K01",NA
"1414","A",2019-11-27,NA,"K01",NA
"1415","A",2017-09-22,NA,"S01",NA
"1416","A",2018-11-29,NA,"S01",NA
"1417","A",2018-01-14,NA,"S01",NA
"1418","A",2019-05-30,NA,"K01",NA
"1419","A",2018-02-20,NA,"S01",NA
"1420","A",2017-07-13,NA,"S01",NA
"1421","A",2019-03-05,NA,"S01",NA
"1422","A",2019-02-13,NA,"S01",NA
"1423","A",2018-08-09,NA,"S01",NA
"1424","A",2018-01-20,NA,"S01",NA
"1425","A",2018-09-24,2019-02-27,"S01","Screen shutdown"
"1426","A",2018-07-25,2018-08-19,"S01","Screen shutdown"
"1427","A",2019-11-06,NA,"S01",NA
"1428","A",2019-05-25,2019-10-23,"S01","Screen shutdown"
"1429","A",2019-08-13,NA,"K01",NA
"1430","A",2019-12-14,NA,"S01",NA
"1431","A",2019-01-24,2019-05-07,"K01","Key not responding"
"1432","A",2018-07-14,NA,"S01",NA
"1433","A",2018-12-21,NA,"S01",NA
"1434","A",2018-06-22,2020-01-01,"S01","Screen flickering"
"1435","A",2017-05-17,NA,"S01",NA
"1436","A",2019-12-19,NA,"K01",NA
"1437","A",2018-04-26,NA,"K01",NA
"1438","A",2019-07-26,NA,"K01",NA
"1439","A",2017-05-04,2018-09-11,"K01","Key not responding"
"1440","A",2018-12-26,NA,"S01",NA
"1441","A",2018-05-17,NA,"S01",NA
"1442","A",2018-07-21,2019-06-28,"S01","Screen shutdown"
"1443","A",2019-07-11,NA,"S01",NA
"1444","A",2019-06-09,NA,"S01",NA
"1445","A",2018-10-05,NA,"S01",NA
"1446","A",2019-10-15,NA,"S01",NA
"1447","A",2018-08-10,NA,"S01",NA
"1448","A",2019-07-11,NA,"S01",NA
"1449","A",2018-07-20,2019-09-18,"K01","Key not responding"
"1450","A",2018-04-04,2019-01-10,"S01","Screen shutdown"
"1451","A",2019-10-11,NA,"S01",NA
"1452","A",2019-11-18,NA,"K01",NA
"1453","A",2019-10-22,NA,"S01",NA
"1454","A",2018-11-09,NA,"S01",NA
"1455","A",2018-11-01,NA,"K01",NA
"1456","A",2019-02-12,2019-06-02,"S01","Screen shutdown"
"1457","A",2017-11-07,NA,"S01",NA
"1458","A",2018-09-23,NA,"S01",NA
"1459","A",2017-03-20,NA,"K01",NA
"1460","A",2018-03-23,NA,"K01",NA
"1461","A",2017-12-16,NA,"S01",NA
"1462","A",2019-08-06,NA,"S01",NA
"1463","A",2019-09-23,NA,"K01",NA
"1464","A",2018-05-07,2019-07-14,"K01","Key not responding"
"1465","A",2017-11-22,2019-12-13,"K01","Key not responding"
"1466","A",2017-07-28,NA,"S01",NA
"1467","A",2018-02-08,NA,"S01",NA
"1468","A",2018-12-08,NA,"K01",NA
"1469","A",2019-09-19,NA,"S01",NA
"1470","A",2018-10-20,NA,"S01",NA
"1471","A",2018-12-23,NA,"S01",NA
"1472","A",2019-05-29,NA,"K01",NA
"1473","A",2018-10-07,NA,"S01",NA
"1474","A",2018-10-24,NA,"K01",NA
"1475","A",2018-05-02,2018-06-06,"K01","Key not responding"
"1476","A",2018-10-17,NA,"S01",NA
"1477","A",2017-10-13,2018-11-09,"S01","Screen shutdown"
"1478","A",2019-08-04,NA,"S01",NA
"1479","A",2019-03-23,NA,"K01",NA
"1480","A",2018-10-18,2018-12-08,"S01","Screen shutdown"
"1481","A",2019-05-11,NA,"S01",NA
"1482","A",2018-07-23,2019-04-27,"K01","Key not responding"
"1483","A",2019-09-29,NA,"K01",NA
"1484","A",2019-05-20,NA,"S01",NA
"1485","A",2018-11-28,2019-12-17,"S01","Screen shutdown"
"1486","A",2019-08-07,NA,"S01",NA
"1487","A",2018-12-10,NA,"S01",NA
"1488","A",2018-07-07,2019-01-02,"K01","Key not responding"
"1489","A",2018-12-08,NA,"K01",NA
"1490","A",2017-02-12,NA,"S01",NA
"1491","A",2019-01-16,NA,"S01",NA
"1492","A",2019-07-19,NA,"S01",NA
"1493","A",2017-12-17,2019-10-18,"S01","Screen flickering"
"1494","A",2019-01-26,NA,"K01",NA
"1495","A",2019-04-06,NA,"S01",NA
"1496","A",2019-09-22,NA,"S01",NA
"1497","A",2018-11-30,NA,"S01",NA
"1498","A",2017-12-08,2019-09-21,"S01","Screen flickering"
"1499","A",2019-12-06,NA,"K01",NA
"1500","A",2017-01-23,2018-12-30,"S01","Screen flickering"
"1501","A",2018-01-23,NA,"S01",NA
"1502","A",2019-12-18,NA,"S01",NA
"1503","A",2019-02-28,NA,"S01",NA
"1504","A",2018-01-12,2019-01-21,"S01","Screen shutdown"
"1505","A",2019-04-07,NA,"K01",NA
"1506","A",2019-03-22,NA,"S01",NA
"1507","A",2019-02-15,NA,"S01",NA
"1508","A",2019-12-15,NA,"S01",NA
"1509","A",2019-01-13,NA,"S01",NA
"1510","A",2019-04-22,NA,"K01",NA
"1511","A",2018-10-09,NA,"S01",NA
"1512","A",2017-12-19,NA,"K01",NA
"1513","A",2019-03-31,NA,"K01",NA
"1514","A",2018-08-27,NA,"S01",NA
"1515","A",2018-09-22,NA,"S01",NA
"1516","A",2019-04-24,2019-04-26,"K01","Key not responding"
"1517","A",2017-12-23,NA,"S01",NA
"1518","A",2019-11-19,NA,"S01",NA
"1519","A",2018-07-01,NA,"S01",NA
"1520","A",2019-12-16,NA,"K01",NA
"1521","A",2019-11-12,NA,"S01",NA
"1522","A",2018-08-15,NA,"K01",NA
"1523","A",2019-06-14,NA,"S01",NA
"1524","A",2019-09-05,NA,"K01",NA
"1525","A",2019-02-10,NA,"S01",NA
"1526","A",2019-03-07,2019-04-13,"K01","Key not responding"
"1527","A",2018-01-03,2019-01-09,"K01","Key not responding"
"1528","A",2018-12-07,NA,"K01",NA
"1529","A",2018-02-11,NA,"S01",NA
"1530","A",2019-09-06,NA,"S01",NA
"1531","A",2018-11-30,NA,"S01",NA
"1532","A",2019-02-11,NA,"S01",NA
"1533","A",2019-11-28,NA,"S01",NA
"1534","A",2018-05-23,NA,"S01",NA
"1535","A",2018-11-23,NA,"S01",NA
"1536","A",2018-06-18,2019-06-20,"K01","Key not responding"
"1537","A",2019-08-28,NA,"K01",NA
"1538","A",2018-07-09,2019-07-03,"S01","Screen shutdown"
"1539","A",2017-08-31,2020-01-16,"S01","Screen flickering"
"1540","A",2018-10-01,2019-08-18,"S01","Screen shutdown"
"1541","A",2017-03-29,2019-03-08,"S01","Screen flickering"
"1542","A",2019-11-11,2019-11-14,"K01","Key not responding"
"1543","A",2018-12-28,NA,"S01",NA
"1544","A",2017-09-25,NA,"S01",NA
"1545","A",2018-12-03,NA,"S01",NA
"1546","A",2018-01-03,2019-05-06,"K01","Key not responding"
"1547","A",2018-03-23,2019-12-30,"S01","Screen flickering"
"1548","A",2018-12-30,NA,"S01",NA
"1549","A",2018-12-05,NA,"S01",NA
"1550","A",2018-06-14,NA,"S01",NA
"1551","A",2017-09-07,NA,"S01",NA
"1552","A",2018-03-02,NA,"K01",NA
"1553","A",2019-07-27,2019-11-04,"K01","Key not responding"
"1554","A",2018-12-29,2019-01-10,"S01","Screen shutdown"
"1555","A",2019-07-21,NA,"S01",NA
"1556","A",2018-12-30,NA,"S01",NA
"1557","A",2017-12-03,NA,"S01",NA
"1558","A",2018-12-29,NA,"K01",NA
"1559","A",2017-07-13,NA,"S01",NA
"1560","A",2017-07-06,NA,"S01",NA
"1561","A",2018-07-21,NA,"S01",NA
"1562","A",2017-03-04,2018-05-22,"K01","Key not responding"
"1563","A",2018-07-18,NA,"S01",NA
"1564","A",2017-12-02,NA,"K01",NA
"1565","A",2018-02-18,NA,"K01",NA
"1566","A",2019-01-11,2019-06-07,"S01","Screen shutdown"
"1567","A",2019-11-22,NA,"S01",NA
"1568","A",2019-10-20,NA,"S01",NA
"1569","A",2018-12-06,2018-12-31,"K01","Key not responding"
"1570","A",2018-02-07,NA,"S01",NA
"1571","A",2017-11-23,NA,"S01",NA
"1572","A",2019-11-20,NA,"S01",NA
"1573","A",2019-01-14,2019-10-09,"K01","Key not responding"
"1574","A",2019-06-26,NA,"K01",NA
"1575","A",2019-03-05,2019-03-21,"K01","Key not responding"
"1576","A",2018-03-19,2019-02-25,"K01","Key not responding"
"1577","A",2019-12-08,NA,"S01",NA
"1578","A",2019-12-17,NA,"S01",NA
"1579","A",2019-03-09,NA,"S01",NA
"1580","A",2019-06-24,NA,"K01",NA
"1581","A",2019-06-05,NA,"S01",NA
"1582","A",2018-09-29,NA,"S01",NA
"1583","A",2018-06-14,2019-08-29,"K01","Key not responding"
"1584","A",2019-01-26,NA,"K01",NA
"1585","A",2019-12-14,NA,"K01",NA
"1586","A",2018-02-21,2018-07-18,"K01","Key not responding"
"1587","A",2019-08-23,NA,"S01",NA
"1588","A",2019-05-13,NA,"K01",NA
"1589","A",2019-03-08,NA,"S01",NA
"1590","A",2019-12-26,NA,"K01",NA
"1591","A",2018-01-20,NA,"S01",NA
"1592","A",2018-07-05,NA,"S01",NA
"1593","A",2018-06-18,2019-05-14,"K01","Key not responding"
"1594","A",2018-12-06,NA,"S01",NA
"1595","A",2019-11-10,NA,"S01",NA
"1596","A",2018-03-12,NA,"S01",NA
"1597","A",2019-08-13,NA,"K01",NA
"1598","A",2018-11-14,NA,"S01",NA
"1599","A",2018-06-04,NA,"S01",NA
"1600","A",2019-05-18,NA,"K01",NA
"1601","A",2018-12-27,2019-08-21,"S01","Screen shutdown"
"1602","A",2019-01-06,NA,"S01",NA
"1603","A",2018-12-31,NA,"K01",NA
"1604","A",2018-07-28,NA,"S01",NA
"1605","A",2017-10-04,NA,"S01",NA
"1606","A",2017-05-24,NA,"S01",NA
"1607","A",2019-10-12,NA,"S01",NA
"1608","A",2018-12-14,2019-09-23,"S01","Screen shutdown"
"1609","A",2019-12-22,NA,"K01",NA
"1610","A",2019-01-18,NA,"S01",NA
"1611","A",2019-07-03,NA,"S01",NA
"1612","A",2018-11-06,2019-01-24,"K01","Key not responding"
"1613","A",2018-03-20,2019-02-07,"K01","Key not responding"
"1614","A",2018-12-31,NA,"S01",NA
"1615","A",2019-04-13,NA,"K01",NA
"1616","A",2017-06-28,2019-11-25,"S01","Screen flickering"
"1617","A",2019-06-05,NA,"K01",NA
"1618","A",2019-09-10,NA,"S01",NA
"1619","A",2019-05-16,NA,"S01",NA
"1620","A",2017-04-26,2019-09-08,"S01","Screen flickering"
"1621","A",2018-11-20,NA,"S01",NA
"1622","A",2017-05-31,2019-03-18,"S01","Screen flickering"
"1623","A",2018-01-27,2018-03-14,"S01","Screen shutdown"
"1624","A",2018-07-07,NA,"S01",NA
"1625","A",2019-11-06,NA,"S01",NA
"1626","A",2017-12-10,2019-12-14,"S01","Screen flickering"
"1627","A",2018-07-13,NA,"S01",NA
"1628","A",2017-10-29,2019-10-07,"S01","Screen flickering"
"1629","A",2018-08-18,2019-07-20,"K01","Key not responding"
"1630","A",2019-10-11,NA,"K01",NA
"1631","A",2019-12-15,NA,"S01",NA
"1632","A",2017-04-14,NA,"S01",NA
"1633","A",2019-01-19,NA,"K01",NA
"1634","A",2019-07-03,NA,"S01",NA
"1635","A",2019-02-09,NA,"K01",NA
"1636","A",2019-01-10,2019-02-10,"K01","Key not responding"
"1637","A",2018-11-17,NA,"S01",NA
"1638","A",2018-11-15,2019-03-05,"K01","Key not responding"
"1639","A",2018-12-03,NA,"S01",NA
"1640","A",2018-10-12,2018-10-23,"K01","Key not responding"
"1641","A",2019-06-30,NA,"S01",NA
"1642","A",2018-06-29,2019-09-27,"K01","Key not responding"
"1643","A",2019-03-20,NA,"S01",NA
"1644","A",2017-08-28,NA,"S01",NA
"1645","A",2018-08-13,NA,"S01",NA
"1646","A",2018-06-09,NA,"S01",NA
"1647","A",2019-10-14,NA,"S01",NA
"1648","A",2017-01-27,2018-06-15,"S01","Screen shutdown"
"1649","A",2018-11-27,NA,"S01",NA
"1650","A",2019-12-29,NA,"S01",NA
"1651","A",2019-02-03,NA,"S01",NA
"1652","A",2019-09-24,NA,"S01",NA
"1653","A",2018-11-18,NA,"S01",NA
"1654","A",2019-12-08,NA,"S01",NA
"1655","A",2019-10-11,NA,"S01",NA
"1656","A",2019-06-02,NA,"S01",NA
"1657","A",2017-05-07,2018-03-10,"K01","Key not responding"
"1658","A",2019-06-08,2019-06-25,"K01","Key not responding"
"1659","A",2017-12-24,NA,"S01",NA
"1660","A",2019-08-27,NA,"S01",NA
"1661","A",2019-07-03,NA,"S01",NA
"1662","A",2018-09-02,NA,"S01",NA
"1663","A",2019-12-15,NA,"S01",NA
"1664","A",2017-10-15,2019-06-24,"K01","Key not responding"
"1665","A",2019-08-10,NA,"S01",NA
"1666","A",2019-04-16,NA,"S01",NA
"1667","A",2018-08-25,2019-03-30,"S01","Screen shutdown"
"1668","A",2017-04-24,NA,"S01",NA
"1669","A",2019-04-30,NA,"S01",NA
"1670","A",2018-12-19,2019-01-22,"K01","Key not responding"
"1671","A",2019-09-25,NA,"S01",NA
"1672","A",2019-05-27,2019-07-06,"S01","Screen shutdown"
"1673","A",2019-12-08,NA,"S01",NA
"1674","A",2019-08-15,NA,"S01",NA
"1675","A",2017-02-19,2018-05-28,"S01","Screen shutdown"
"1676","A",2019-11-22,NA,"S01",NA
"1677","A",2019-02-17,NA,"S01",NA
"1678","A",2017-02-13,NA,"S01",NA
"1679","A",2019-12-20,NA,"S01",NA
"1680","A",2018-12-21,NA,"K01",NA
"1681","A",2018-12-15,2019-06-03,"S01","Screen shutdown"
"1682","A",2019-02-26,NA,"S01",NA
"1683","A",2019-12-17,NA,"S01",NA
"1684","A",2018-10-25,NA,"S01",NA
"1685","A",2019-11-27,NA,"S01",NA
"1686","A",2019-08-31,NA,"S01",NA
"1687","A",2017-05-12,NA,"S01",NA
"1688","A",2019-06-21,NA,"S01",NA
"1689","A",2019-11-20,2019-12-10,"K01","Key not responding"
"1690","A",2019-12-03,NA,"K01",NA
"1691","A",2018-12-02,NA,"K01",NA
"1692","A",2018-10-18,NA,"S01",NA
"1693","A",2018-06-22,2018-11-07,"S01","Screen shutdown"
"1694","A",2019-10-07,NA,"S01",NA
"1695","A",2019-03-29,NA,"S01",NA
"1696","A",2018-10-17,2019-11-15,"K01","Key not responding"
"1697","A",2019-10-30,NA,"S01",NA
"1698","A",2017-08-29,NA,"S01",NA
"1699","A",2017-12-04,NA,"K01",NA
"1700","A",2018-06-09,NA,"S01",NA
"1701","A",2018-04-19,NA,"S01",NA
"1702","A",2018-10-30,NA,"S01",NA
"1703","A",2018-12-03,NA,"S01",NA
"1704","A",2019-04-29,NA,"S01",NA
"1705","A",2019-12-29,NA,"S01",NA
"1706","A",2018-08-02,NA,"S01",NA
"1707","A",2019-09-27,NA,"S01",NA
"1708","A",2018-11-21,2019-10-12,"K01","Key not responding"
"1709","A",2019-12-08,NA,"S01",NA
"1710","A",2019-12-03,2019-12-07,"K01","Key not responding"
"1711","A",2017-10-16,NA,"S01",NA
"1712","A",2017-11-24,NA,"S01",NA
"1713","A",2018-12-07,NA,"K01",NA
"1714","A",2019-12-16,NA,"S01",NA
"1715","A",2019-12-02,NA,"S01",NA
"1716","A",2018-06-16,NA,"S01",NA
"1717","A",2019-11-21,NA,"S01",NA
"1718","A",2019-12-26,NA,"S01",NA
"1719","A",2017-10-18,2017-11-13,"K01","Key not responding"
"1720","A",2019-06-19,NA,"S01",NA
"1721","A",2018-01-21,NA,"S01",NA
"1722","A",2018-12-24,2019-03-15,"S01","Screen shutdown"
"1723","A",2019-12-13,NA,"S01",NA
"1724","A",2018-02-19,NA,"S01",NA
"1725","A",2019-10-23,NA,"K01",NA
"1726","A",2018-09-28,NA,"S01",NA
"1727","A",2018-04-10,NA,"S01",NA
"1728","A",2019-08-14,NA,"K01",NA
"1729","A",2017-09-04,NA,"K01",NA
"1730","A",2019-11-28,NA,"S01",NA
"1731","A",2019-02-21,NA,"S01",NA
"1732","A",2019-11-06,NA,"S01",NA
"1733","A",2018-11-27,2019-08-25,"S01","Screen shutdown"
"1734","A",2018-08-21,NA,"S01",NA
"1735","A",2018-04-05,NA,"S01",NA
"1736","A",2019-12-17,NA,"S01",NA
"1737","A",2018-10-14,NA,"S01",NA
"1738","A",2019-12-31,NA,"S01",NA
"1739","A",2018-05-22,NA,"S01",NA
"1740","A",2018-07-09,2019-02-17,"S01","Screen shutdown"
"1741","A",2018-08-21,NA,"S01",NA
"1742","A",2019-09-13,NA,"S01",NA
"1743","A",2019-06-27,NA,"S01",NA
"1744","A",2019-03-18,NA,"S01",NA
"1745","A",2019-02-20,NA,"S01",NA
"1746","A",2019-08-08,NA,"S01",NA
"1747","A",2019-03-25,NA,"S01",NA
"1748","A",2018-11-07,2020-01-12,"S01","Screen flickering"
"1749","A",2019-02-10,NA,"S01",NA
"1750","A",2018-10-09,2019-10-13,"K01","Key not responding"
"1751","A",2017-04-11,NA,"S01",NA
"1752","A",2019-12-12,NA,"S01",NA
"1753","A",2018-08-12,NA,"S01",NA
"1754","A",2018-12-20,NA,"S01",NA
"1755","A",2019-04-18,NA,"S01",NA
"1756","A",2018-05-19,NA,"S01",NA
"1757","A",2019-12-19,NA,"S01",NA
"1758","A",2017-12-15,2019-07-22,"S01","Screen shutdown"
"1759","A",2019-02-07,2019-02-23,"K01","Key not responding"
"1760","A",2019-12-01,2020-01-09,"S01","Screen shutdown"
"1761","A",2018-10-16,NA,"S01",NA
"1762","A",2018-12-30,2019-09-05,"K01","Key not responding"
"1763","A",2018-03-01,NA,"K01",NA
"1764","A",2019-04-11,NA,"K01",NA
"1765","A",2019-12-25,NA,"K01",NA
"1766","A",2019-10-29,NA,"S01",NA
"1767","A",2019-06-11,NA,"S01",NA
"1768","A",2019-10-04,NA,"S01",NA
"1769","A",2019-12-14,NA,"S01",NA
"1770","A",2018-09-08,NA,"S01",NA
"1771","A",2019-09-30,NA,"S01",NA
"1772","A",2019-07-29,NA,"K01",NA
"1773","A",2018-09-18,NA,"S01",NA
"1774","A",2018-05-13,NA,"K01",NA
"1775","A",2019-03-07,NA,"S01",NA
"1776","A",2018-03-09,NA,"S01",NA
"1777","A",2018-02-07,2018-03-21,"S01","Screen shutdown"
"1778","A",2019-04-14,NA,"S01",NA
"1779","A",2019-05-07,NA,"S01",NA
"1780","A",2019-06-12,2020-01-06,"K01","Key not responding"
"1781","A",2018-06-27,NA,"S01",NA
"1782","A",2018-11-13,NA,"S01",NA
"1783","A",2019-08-30,NA,"S01",NA
